Logs,Date/Time,Entry type?,Pee/Poop?,When?,Notes,Vibe?,Energy,Treat?,Logged By?
,"June 6, 2025 7:28 AM",training,None,07:15,"first meal & training of the day. very eager to eat as always. Worked on some focus training with Up Down Game. Me sitting on couch and Kudos on ground. Went into automatic down , immediate reward. Did some ‘find it’ he’s getting really good at it. Thinking to start filming so can capture my mechanics and any cues i’m missing. ",🎉 ,High,Yes,Haile
,"June 6, 2025 7:14 AM",potty,"Pee, Poop",07:00,first comb of the day. ,🎉 ,High,Yes,Haile
,"June 5, 2025 8:27 PM",potty,Pee,20:15,After play time we had a ‘i need to pee’ sit signal down by the door !!! ,🎉 ,High,Yes,Haile
,"June 5, 2025 6:46 PM",meal,Pee,18:40,"Long car ride home - after going pee outside. Quite hungry for dinner , unable to focus fully. Did half of dinner via snuffle mat. ",🎉 ,High,Yes,Haile
,"June 5, 2025 6:46 PM",potty,Pee,18:40,"Long car ride home - after going pee outside. Quite hungry for dinner , unable to focus fully. Did half of dinner via snuffle mat. ",🎉 ,High,Yes,Haile
,"June 5, 2025 12:18 PM",potty,Pee,12:00,pre car ride pee was successful ! ,🥴,High,Yes,Haile
,"June 5, 2025 7:48 AM",meal,None,07:30,Worked on stationary down on the small bed with a raised platform. More willing to stay in the down once raised off the ground. Incorporated ‘find it’s’ and name recall.  ,🎉 ,High,Yes,Haile
,"June 5, 2025 7:48 AM",training,None,07:30,Worked on stationary down on the small bed with a raised platform. More willing to stay in the down once raised off the ground. Incorporated ‘find it’s’ and name recall.  ,🎉 ,High,Yes,Haile
,"June 5, 2025 7:21 AM",potty,"Pee, Poop",07:05,Combo morning release. First up pee then a solid poop. ,🎉 ,High,Yes,Haile
,"June 4, 2025 3:53 PM",potty,Poop,15:40,"Massive crying fit , signaled by sitting at the door. Acted immediately ",🎉 ,High,Yes,Haile
,"June 4, 2025 3:23 PM",potty,Pee,14:50,"Left in crate from 11:50am to 2:45 , needed to pee immediately upon returning. Was eager, let some pee out in the house - understandable. Didn’t get to pee before leaving out. ",🎉 ,High,No,Haile
,"June 4, 2025 7:20 AM",meal,,07:05,Breakfast training session; worked on place & kennel. Also a bit of recall & find it. ,🎉 ,High,Yes,Haile
,"June 4, 2025 7:20 AM",training,,07:05,Breakfast training session; worked on place & kennel. Also a bit of recall & find it. ,🎉 ,High,Yes,Haile
,"June 4, 2025 6:44 AM",potty,"Pee, Poop",06:20,First pee & poop of the day! ,🎉 ,High,Yes,Haile
,"June 3, 2025 11:24 PM",potty,Pee,23:20,Already looking at me from sleeping. Took him out. Peed immediately ,🎉 ,Low,Yes,Adryan
,"June 3, 2025 7:55 PM",potty,Pee,19:45,Sat at the door! Peed on business ,🎉 ,High,Yes,Adryan
,"June 3, 2025 4:58 PM",potty,Poop,16:55,Noticed him circling and wandering in places he shouldn't. Took him out and he got to business quickly. ,🎉 ,High,Yes,Adryan
,"June 3, 2025 4:25 PM",potty,Pee,16:20,Peed on business! Less than 2mins outside,🎉 ,Medium,Yes,Adryan
,"June 3, 2025 4:18 PM",note,None,16:15,1st nail Dremel. Done on back w/Haile holding and giving treats. Did pretty well for the 1st time!,🥴,Medium,Yes,Both
,"June 3, 2025 12:17 PM",potty,Pee,12:02,Immediate pee!,🎉 ,High,Yes,Adryan
,"June 3, 2025 8:29 AM",note,None,08:25,"After *running* around all morning with the ""spirit"". Finally, was clear he was just being busy and fighting it. Into the open for nap/downtime. ",🎉 ,Medium,No,Adryan
,"June 3, 2025 7:51 AM",potty,Poop,07:40,"1st alert to poop?? Sat pointedly at the door, then stretched it as we were trying to leave. Breif sniffing and pooped!!!! A huge win!!",🎉 ,High,Yes,Adryan
,"June 3, 2025 7:03 AM",potty,Pee,06:56,1st pee of the day. Very important business ,🎉 ,Medium,Yes,Adryan
,"June 2, 2025 11:36 PM",potty,"Pee, Poop",23:25,"Woke up after sleeping for a while. Went out and almost immediately went pee. Came back inside and it looked like he had to poop. Went back outside, some slight plant eating but was quickly re directed. Pooped! Less than 2mins for this encounter. ",🎉 ,High,Yes,Adryan
,"June 2, 2025 8:58 PM",note,,18:33,Did not like the blower. Started to shake vigorously. Then came home. Blow dryer at home was better. Very wiggly. Shaved black hair off bracelets. ,🥴,Low,Yes,Both
,"June 2, 2025 6:37 PM",potty,Poop,18:30,Brief distracted sniffing and some grass chewing then got down to business and pooped! All done in under 3mins. ,🎉 ,Medium,Yes,Adryan
,"June 2, 2025 4:58 PM",potty,Pee,16:45,Had a nap. Woke him up and went right out. Peed quickly!,🎉 ,High,Yes,Adryan
,"June 2, 2025 8:27 AM",meal,None,08:05,Kept working on closing the crate door and keeping him calm. Able to close the door while his head is down looking for treats. Fed   while door was closed and open. Must wait until calm to open the door now ,🎉 ,Medium,Yes,Adryan
,"June 2, 2025 8:27 AM",training,None,08:05,Kept working on closing the crate door and keeping him calm. Able to close the door while his head is down looking for treats. Fed   while door was closed and open. Must wait until calm to open the door now ,🎉 ,Medium,Yes,Adryan
,"June 2, 2025 8:23 AM",potty,Poop,08:19,Noticed him circling and sniffing arounf. Popped in less than 3mins! Was about his business! ,🎉 ,High,Yes,Adryan
,"June 2, 2025 7:08 AM",potty,Pee,07:05,Was already awake and could hear him. Tried AM cuddles but was full shark puppy. Less than 1min to pee!!,🎉 ,High,Yes,Adryan
,"June 2, 2025 7:08 AM",potty,Pee,22:33,Woke up sleepy boy for last call pee. We went out with a mission! Sniffing with a Mission. Peed in less than 2mins. ,🎉 ,Low,Yes,Adryan
,"June 2, 2025 7:08 AM",potty,Pee,16:30,Outing at UC Berkeley. frolicked in grass. ate it as well. loved running laps around the grass and chasing birds. very active day ! need to work on recall way more! ,🎉 ,High,Yes,Haile
,"June 2, 2025 7:08 AM",potty,Pee,12:20,post chill time pre before we take a car ride. ,🎉 ,Medium,Yes,Haile
,"June 1, 2025 7:37 AM",meal,None,06:44,worked on distance & duration with sitting on bed. Immediately understood the assignment and was familiar with the set up. I only lasted a handful of kibble so will need to work on extending the session. Will probably do an afternoon session. ,🎉 ,High,No,Haile
,"June 1, 2025 7:37 AM",training,None,06:44,worked on distance & duration with sitting on bed. Immediately understood the assignment and was familiar with the set up. I only lasted a handful of kibble so will need to work on extending the session. Will probably do an afternoon session. ,🎉 ,High,No,Haile
,"June 1, 2025 7:36 AM",potty,Poop,07:15,"Saw that he started sniffled. Got kinda stuck as I was putting on leash - met with some excited pee. He had a big poop , really needed to go. ",🎉 ,Medium,Yes,Haile
,"June 1, 2025 6:46 AM",potty,Pee,06:30,"First pee of the day, great focus. Minimal distractions",🎉 ,High,Yes,Haile
,"June 1, 2025 6:18 AM",potty,Poop,21:15,,🎉 ,Medium,Yes,Adryan
,"May 31, 2025 11:48 PM",potty,Poop,22:15,"Time a bit questionable, didn't log on time. Poop was good! Briefly distracted but pooped quickly! In and out under 5mins for sure",🎉 ,High,Yes,Adryan
,"May 31, 2025 11:46 PM",potty,Pee,23:40,"Sleepy Boi. Some sniffing, brief barking. Sat once. Then sniffed and peed within 30sec!",🎉 ,Low,Yes,Adryan
,"May 31, 2025 9:52 PM",training,None,20:02,"1st training session with full meal for training. Did great. Worked on the mat/bed. Getting the ""down"" to combine with the bed. Stuck on sitting but eager to stick to the bed",🎉 ,High,Yes,Both
,"May 31, 2025 7:37 PM",potty,Pee,19:28,Woke up from nap 😴 ,🎉 ,Medium,Yes,Haile
,"May 31, 2025 1:36 PM",potty,Poop,13:15,On a walk with Zaynab 💚,🎉 ,High,Yes,Haile
,"May 31, 2025 10:17 AM",potty,Pee,10:14,He was sniffing around but we were also playing. I missed the part where drank his entire bottle of water in like 2 minutes. Ughhh,❌,High,No,Haile
,"May 31, 2025 8:01 AM",potty,"None, Poop",07:30,Barked a bit - was slightly confused. Sniffed around and made it happen!,🎉 ,High,Yes,Haile
,"May 31, 2025 6:48 AM",meal,None,06:40,Worked on clicker with down & place. Eager to please as always. Left snuffle mat in the x-pen to encourage down time for digestion. ,🎉 ,High,Yes,Haile
,"May 31, 2025 6:24 AM",potty,Pee,06:20,First pee of the day!,🎉 ,High,Yes,Both
,"May 30, 2025 6:48 PM",potty,"Pee, Poop",18:30,"Long car ride down from Sonora. New smells of the space - excited about the new chews. Immediately went for them. Saw him sniffing acted immediately! Had a pee , treated with kibble. Came back in, saw him sniffing again and in the midst of taking a poop, scared it back inside. Leashed and went back outside. Found deli meat in fridge. Used as a high value treat for the poop 💩 ",🎉 ,High,Yes,Haile
,"May 30, 2025 1:30 PM",note,None,13:29,Fire Sirens 🚨 heard in the space. Immediately barked and looked to me. I told him to calm down. ,🥴,High,No,Haile
,"May 30, 2025 10:26 AM",potty,Pee,10:19,post nap pee. walked down stairs and immediately to pee spot on the turf. grass patch is still clear. may need to lay turf on top to add pee scent. ,🎉 ,High,Yes,Haile
,"May 30, 2025 6:41 AM",meal,None,06:35,Immediate kennel position once snuffle mat was spotted. So did Kudos recall and kennel position ,🎉 ,High,Yes,Haile
,"May 30, 2025 6:39 AM",potty,Pee,06:27,"First pee of the day - pranced to the pee spot, very joyful morning. ",🎉 ,High,Yes,Haile
,"May 29, 2025 10:30 PM",potty,Pee,21:30,Late night pee before the crate..,🥴,High,Yes,Haile
,"May 29, 2025 8:45 PM",potty,Poop,20:40,Did a series of 3 outsides & playpen. Finally happened on the 3rd try with a little less distraction. ,🎉 ,High,Yes,Haile
,"May 29, 2025 6:51 PM",meal,None,18:35,Immediately went of the kennel upon hearing the bag rustle and turned around to see him chilling in there. Treated immediately due to the offering. Continued with Kudos recall and kennel hand gesture. very effective. ,🎉 ,High,Yes,Haile
,"May 29, 2025 6:50 PM",potty,Pee,06:35,"Woke up from a nap , knew he had to go. Pretty mid level energy. ",🎉 ,Medium,Yes,Haile
,"May 29, 2025 10:51 AM",potty,Pee,10:45,"Woke up from some post breakfast nap. Saw him sniffing , ran outside and got a pee. Came back up and saw him about to poop, it looked a bit watery , will try again in 2 min tires. ",🎉 ,Medium,Yes,Haile
,"May 29, 2025 8:02 AM",potty,Poop,07:50,10 min post breakfast and heart worm meds. Went down the stairs to get bowels moving. Very enthusiastic once finishing. ,🎉 ,High,Yes,Haile
,"May 29, 2025 7:39 AM",meal,None,07:33,Offered many kennels with sight hand gesture. Fed him the worming medicine as well. ,🎉 ,High,Yes,Haile
,"May 29, 2025 6:29 AM",potty,Pee,06:09,Wake up first pee of the day. worked on walking down and going directly to the pee spot. ,🎉 ,High,Yes,Haile
,"May 29, 2025 1:57 AM",note,None,01:50,woken up to cries. Gave some quick cuddles and more water. Seems to be settling down. will try to potty in a few hours. ,🥴,Medium,No,Haile
,"May 28, 2025 9:20 PM",potty,Pee,21:10,Last pee of the evening. ,🎉 ,Medium,Yes,Haile
,"May 28, 2025 7:38 PM",meal,None,18:45,Worked on kennel hand gesture 🤌🏾 ,🎉 ,High,Yes,Haile
,"May 28, 2025 7:25 PM",potty,Poop,19:20,"Finished eating , waited 10 min and then went immediately to pee spot. A little distracted but came out on top ! rewarded with chicken ",🎉 ,High,Yes,Haile
,"May 28, 2025 4:13 PM",potty,Pee,16:09,"Post nap Pee , very quick to peep - after some wake up cuddles. ",🎉 ,High,Yes,Haile
,"May 28, 2025 8:32 AM",potty,Poop,07:03,he started popping inside and then I caught him. He was able to refocus outside and i gave him some basic treats. After that we went on a couple laps around the garden. ,🥴,Medium,Yes,Haile
,"May 28, 2025 6:52 AM",meal,None,07:45,worked on hand gesture to kennel and Kudos recall. He was very eager to eat and offered many sits. ,🎉 ,High,Yes,Haile
,"May 28, 2025 6:41 AM",potty,Pee,06:30,first night after having the water bottle attached to the crate. He went down the stairs and walked to the potty place. ,🎉 ,High,Yes,Haile
,"May 27, 2025 9:21 PM",potty,Poop,21:07,poop outside after peeing! Treated for pee - went back upstairs and came back downstairs for the poop! ,🎉 ,High,Yes,Haile
,"May 27, 2025 9:03 PM",potty,Pee,21:00,,🎉 ,High,Yes,Haile
,"May 27, 2025 8:06 PM",potty,None,19:40,"high energy , chasing the cars - no pee or poop. ",❌,High,No,Haile
,"May 27, 2025 6:33 PM",meal,None,08:28,practiced hand gesture to crate and “kudos” recall.  still no poop 🤨 ,🎉 ,High,Yes,Haile
,"May 27, 2025 4:50 PM",potty,None,16:30,Tried to go poop but started eating stuff. ,❌,Low,No,Haile
,"May 27, 2025 3:10 PM",sleep,None,11:35,Post Vet nap after Lepto shot ,🎉 ,Low,No,Both
,"May 27, 2025 3:08 PM",potty,Pee,15:05,"peed outside near marked turf! Very exciting , minimal sniffing ",🎉 ,High,Yes,Both
,"May 27, 2025 11:41 AM",potty,None,11:35,"Tried a grass spot after the vet while out and about. No go. Tried once we got home on the turf. Nope, wanted to eat. Appears very tired. Placed in crate. ",❌,Medium,No,Both
,"May 27, 2025 9:11 AM",potty,Poop,09:00,Pooped on turf that was marked. ,🎉 ,High,Yes,Both
,"May 27, 2025 8:16 AM",meal,,07:30,"Worked on started crate ""swimmer turn"" and some ""kudos"" . Quick learner",🎉 ,High,Yes,Both
,"May 27, 2025 8:14 AM",potty,Pee,07:55,Peed inside. Was watching in play pen but he was so ready to pee he couldn't stop and no warning,🥴,High,No,Both
,"May 26, 2025 10:06 PM",potty,Pee,21:30,Couldn't go at home. Went to a couple different. Spots. The bank was a winner. Still upset about fast loud cars,🥴,Medium,Yes,Both
,"May 26, 2025 10:05 PM",potty,Pee,21:30,Couldn't go at home. Went to a couple different. Spots. The bank was a winner. Still upset about fast loud cars,🥴,Medium,Yes,Both
,"May 26, 2025 10:03 PM",potty,Pee,21:30,Couldn't go at home. Went to a couple different. Spots. The bank was a winner. Still upset about fast loud cars,🥴,Medium,Yes,Both
,"May 26, 2025 9:33 PM",potty,Pee,21:30,"Wouldn't go at the house. Went searching for grass, went to couple spots banks wins. Shawows/cars problem",🥴,Medium,Yes,Both
,"May 26, 2025 5:26 PM",potty,Poop,17:24,"While BBQ , he dropped a solid one and enjoyed some forbidden ppl chicken",🎉 ,High,Yes,Both
,"May 26, 2025 1:42 PM",potty,Pee,13:40,Found grass out and about. *VERY* distracted with large cars and slightly bothered with vehicle traffic,🎉 ,High,Yes,Both
,"May 26, 2025 9:11 AM",potty,Poop,08:15,He was barking at something. ,🎉 ,High,Yes,Both
,"May 26, 2025 8:26 AM",potty,Pee,07:10,peed under the deal. ,❌,High,No,Both
,"May 26, 2025 8:24 AM",potty,Pee,07:30,Peed under the desk. ,❌,High,No,Both
,"May 26, 2025 8:23 AM",training,None,08:19,"worked on place, down , and Kudos recall ",🎉 ,High,Yes,Both
,"May 26, 2025 7:47 AM",potty,Pee,07:40,Peed in the house 😢 ,❌,High,No,Both
,"May 26, 2025 3:42 AM",potty,None,03:30,Was woken up to moderate crying in crate at night. Taken outside to potty spot and proceeded to party instead. Put back in crate to try again later,❌,High,No,Adryan
,"May 25, 2025 8:52 PM",potty,Poop,20:48,first poop outside ! winning ! 🏆 ,🎉 ,High,Yes,Both
,"May 25, 2025 8:16 PM",potty,None,20:00,"Right before coming out, Kudos started paying back and forth in his play pen. Taken outside, but nothing happened",,Medium,No,Both
,"May 25, 2025 7:49 PM",training,,19:45,"1st time Started go to ""bed"" hand gesture only, say ""kudos"" on the way back",,High,Yes,Both
,"May 25, 2025 7:47 PM",meal,,19:35,W/ shuffle matt,,High,Yes,Both
,"May 25, 2025 7:00 PM",potty,Pee,18:50,"No leg lift, happy boy",,Medium,Yes,Both
,"May 25, 2025 6:58 PM",note,,,,,,,
,"May 25, 2025 6:10 PM",sleep,,05:17,put himself to sleep after attempting grooming,,Low,No,Both
,"May 25, 2025 6:06 PM",meal,None,08:45,"worked on Kudos name, hand feeding",,High,No,Both
,"May 25, 2025 5:25 PM",potty,Pee,,first pee outside ! winning !,,High,Yes,Haile
